transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN726,27-12-2024 08:56,P2M,Utilities,266,SUCCESS,36-45,26-35,Maharashtra,IndusInd,Kotak,Android,4G,0,8,Friday,0
TXN727,20-02-2024 19:50,Bill Payment,Shopping,188,SUCCESS,36-45,36-45,Uttar Pradesh,Yes Bank,SBI,Android,4G,0,19,Tuesday,0
TXN728,26-11-2024 15:53,P2P,Utilities,1682,SUCCESS,26-35,26-35,Andhra Pradesh,PNB,Kotak,Android,4G,0,15,Tuesday,0
TXN729,05-10-2024 10:30,P2M,Other,927,SUCCESS,46-55,56+,Telangana,SBI,Yes Bank,Android,5G,0,10,Saturday,1
TXN730,23-12-2024 10:33,Bill Payment,Fuel,318,SUCCESS,26-35,36-45,Uttar Pradesh,ICICI,HDFC,Android,5G,0,10,Monday,0
TXN731,14-10-2024 18:41,P2M,Fuel,973,SUCCESS,36-45,18-25,Karnataka,HDFC,PNB,Android,WiFi,0,18,Monday,0
TXN732,09-07-2024 14:46,P2P,Fuel,619,SUCCESS,26-35,26-35,Delhi,Kotak,SBI,Android,4G,0,14,Tuesday,0
TXN733,14-02-2024 21:40,Bill Payment,Other,243,SUCCESS,36-45,26-35,Karnataka,Axis,SBI,Android,4G,0,21,Wednesday,0
TXN734,16-04-2024 10:26,P2P,Utilities,4103,SUCCESS,26-35,36-45,Karnataka,Axis,ICICI,Web,4G,0,10,Tuesday,0
TXN735,20-04-2024 09:39,P2M,Shopping,738,SUCCESS,26-35,56+,Uttar Pradesh,SBI,SBI,Android,3G,0,9,Saturday,1
TXN736,15-12-2024 20:09,P2M,Shopping,440,SUCCESS,46-55,26-35,Andhra Pradesh,SBI,PNB,Android,4G,0,20,Sunday,1
TXN737,26-08-2024 21:59,Bill Payment,Grocery,2150,SUCCESS,26-35,18-25,Tamil Nadu,SBI,HDFC,Android,3G,0,21,Monday,0
TXN738,31-05-2024 15:37,P2M,Other,412,SUCCESS,26-35,36-45,Maharashtra,HDFC,PNB,iOS,4G,0,15,Friday,0
TXN739,26-07-2024 07:02,Bill Payment,Transport,69,FAILED,36-45,26-35,Andhra Pradesh,Yes Bank,IndusInd,iOS,4G,0,7,Friday,0
TXN740,21-06-2024 18:51,P2P,Fuel,1742,SUCCESS,18-25,26-35,West Bengal,HDFC,SBI,Android,5G,0,18,Friday,0
TXN741,30-10-2024 17:37,Recharge,Healthcare,361,SUCCESS,18-25,18-25,Karnataka,SBI,ICICI,Android,5G,1,17,Wednesday,0
TXN742,07-10-2024 10:06,P2P,Entertainment,288,SUCCESS,56+,36-45,Uttar Pradesh,ICICI,ICICI,Android,4G,0,10,Monday,0
TXN743,23-05-2024 21:56,P2P,Food,152,SUCCESS,18-25,26-35,West Bengal,Kotak,Axis,Android,4G,0,21,Thursday,0
TXN744,06-03-2024 23:50,Bill Payment,Food,282,SUCCESS,36-45,26-35,Gujarat,Kotak,IndusInd,Android,5G,0,23,Wednesday,0
TXN745,15-08-2024 12:52,P2P,Transport,90,SUCCESS,18-25,36-45,Andhra Pradesh,PNB,SBI,Android,4G,0,12,Thursday,0
TXN746,04-12-2024 16:12,Bill Payment,Entertainment,104,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Web,5G,0,16,Wednesday,0
TXN747,25-11-2024 15:53,Bill Payment,Entertainment,169,SUCCESS,26-35,46-55,Delhi,PNB,IndusInd,Android,4G,0,15,Monday,0
TXN748,04-09-2024 14:26,P2P,Other,2333,SUCCESS,46-55,18-25,Tamil Nadu,PNB,SBI,Android,5G,0,14,Wednesday,0
TXN749,19-05-2024 13:12,P2P,Healthcare,231,SUCCESS,18-25,36-45,Rajasthan,Kotak,SBI,Android,4G,0,13,Sunday,1
TXN750,09-05-2024 11:49,Bill Payment,Food,1257,SUCCESS,26-35,26-35,Karnataka,Yes Bank,SBI,Android,4G,0,11,Thursday,0
TXN751,22-05-2024 20:48,P2M,Other,2293,SUCCESS,36-45,26-35,Maharashtra,HDFC,IndusInd,iOS,4G,0,20,Wednesday,0
TXN752,28-07-2024 11:25,P2P,Grocery,1771,SUCCESS,36-45,18-25,Telangana,SBI,PNB,iOS,5G,0,11,Sunday,1
TXN753,24-11-2024 13:20,Bill Payment,Other,1233,SUCCESS,36-45,56+,Maharashtra,PNB,SBI,Android,4G,0,13,Sunday,1
TXN754,07-01-2024 10:12,Bill Payment,Shopping,1232,SUCCESS,18-25,26-35,Maharashtra,HDFC,SBI,iOS,3G,0,10,Sunday,1
TXN755,28-08-2024 17:18,P2M,Food,155,SUCCESS,26-35,18-25,Telangana,HDFC,Yes Bank,Android,4G,0,17,Wednesday,0
TXN756,24-08-2024 19:03,Bill Payment,Fuel,620,SUCCESS,26-35,36-45,Telangana,IndusInd,Axis,Android,5G,0,19,Saturday,1
TXN757,08-03-2024 07:56,P2P,Fuel,1424,SUCCESS,36-45,26-35,Delhi,PNB,Kotak,Android,WiFi,0,7,Friday,0
TXN758,17-10-2024 13:25,P2M,Food,507,SUCCESS,46-55,18-25,Rajasthan,PNB,Kotak,Android,4G,0,13,Thursday,0
TXN759,05-01-2024 12:14,P2P,Food,627,SUCCESS,26-35,46-55,Maharashtra,SBI,Kotak,Android,5G,0,12,Friday,0
TXN760,24-09-2024 11:41,P2M,Transport,811,SUCCESS,18-25,36-45,Delhi,PNB,SBI,Android,4G,0,11,Tuesday,0
TXN761,14-07-2024 16:26,P2P,Entertainment,162,SUCCESS,36-45,18-25,Maharashtra,Axis,ICICI,iOS,5G,0,16,Sunday,1
TXN762,24-03-2024 11:46,Recharge,Transport,75,SUCCESS,36-45,26-35,Uttar Pradesh,Kotak,SBI,Android,WiFi,0,11,Sunday,1
TXN763,18-08-2024 21:28,P2P,Transport,458,SUCCESS,46-55,56+,Andhra Pradesh,SBI,PNB,Android,5G,0,21,Sunday,1
TXN764,10-07-2024 18:09,P2P,Food,348,SUCCESS,26-35,18-25,Delhi,IndusInd,IndusInd,Android,4G,0,18,Wednesday,0
TXN765,01-09-2024 13:48,P2P,Education,1931,SUCCESS,36-45,36-45,Maharashtra,IndusInd,Axis,Android,4G,0,13,Sunday,1
TXN766,13-12-2024 12:07,P2P,Other,928,SUCCESS,26-35,26-35,Delhi,SBI,Axis,Android,4G,0,12,Friday,0
TXN767,28-01-2024 17:14,P2M,Shopping,1440,SUCCESS,18-25,18-25,Maharashtra,SBI,SBI,Android,5G,0,17,Sunday,1
TXN768,21-09-2024 12:51,P2M,Other,757,SUCCESS,36-45,46-55,Gujarat,HDFC,Kotak,Android,5G,0,12,Saturday,1
TXN769,06-06-2024 19:12,P2M,Other,590,SUCCESS,26-35,26-35,Gujarat,HDFC,PNB,Android,5G,0,19,Thursday,0
TXN770,02-07-2024 10:38,P2M,Fuel,4229,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,5G,0,10,Tuesday,0
TXN771,22-09-2024 10:27,P2M,Fuel,426,SUCCESS,46-55,56+,Tamil Nadu,Axis,Axis,Android,5G,0,10,Sunday,1
TXN772,27-11-2024 18:29,P2M,Grocery,469,SUCCESS,46-55,36-45,West Bengal,SBI,IndusInd,Android,WiFi,0,18,Wednesday,0
TXN773,14-03-2024 21:37,P2M,Fuel,373,SUCCESS,18-25,56+,Uttar Pradesh,PNB,Yes Bank,Android,4G,0,21,Thursday,0
TXN774,23-07-2024 13:20,P2P,Fuel,2033,SUCCESS,46-55,46-55,Andhra Pradesh,SBI,PNB,Android,4G,0,13,Tuesday,0
TXN775,25-09-2024 19:48,P2M,Utilities,3086,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,iOS,4G,0,19,Wednesday,0
TXN776,07-02-2024 16:48,P2P,Grocery,2044,SUCCESS,18-25,36-45,Maharashtra,SBI,ICICI,Android,5G,0,16,Wednesday,0
TXN777,01-08-2024 16:58,P2P,Utilities,259,FAILED,26-35,56+,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,16,Thursday,0
TXN778,29-12-2024 06:52,P2P,Entertainment,487,FAILED,26-35,18-25,Maharashtra,SBI,IndusInd,Android,3G,0,6,Sunday,1
TXN779,12-05-2024 17:20,P2P,Utilities,2587,SUCCESS,26-35,18-25,Rajasthan,SBI,SBI,iOS,4G,0,17,Sunday,1
TXN780,10-09-2024 16:07,P2P,Transport,107,SUCCESS,26-35,36-45,Karnataka,Kotak,SBI,Android,3G,0,16,Tuesday,0
TXN781,30-03-2024 20:20,P2P,Fuel,403,SUCCESS,18-25,36-45,West Bengal,SBI,SBI,Android,4G,0,20,Saturday,1
TXN782,02-05-2024 13:43,Recharge,Entertainment,194,SUCCESS,26-35,56+,Maharashtra,PNB,Yes Bank,Android,4G,0,13,Thursday,0
TXN783,21-05-2024 06:32,P2P,Utilities,421,SUCCESS,36-45,46-55,West Bengal,Kotak,Yes Bank,Android,4G,0,6,Tuesday,0
TXN784,23-03-2024 11:02,Recharge,Entertainment,187,SUCCESS,26-35,36-45,Delhi,SBI,Kotak,Android,5G,0,11,Saturday,1
TXN785,24-10-2024 09:48,P2M,Shopping,2109,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,ICICI,Android,WiFi,0,9,Thursday,0
TXN786,14-12-2024 10:58,P2P,Transport,46,SUCCESS,26-35,36-45,Uttar Pradesh,PNB,Axis,iOS,WiFi,0,10,Saturday,1
TXN787,06-08-2024 10:13,Bill Payment,Utilities,8818,SUCCESS,46-55,36-45,Telangana,Yes Bank,SBI,Android,5G,0,10,Tuesday,0
TXN788,30-01-2024 19:13,P2M,Shopping,223,SUCCESS,36-45,26-35,Rajasthan,PNB,HDFC,Android,4G,0,19,Tuesday,0
TXN789,23-02-2024 20:30,P2P,Grocery,2769,SUCCESS,46-55,26-35,Uttar Pradesh,ICICI,Axis,iOS,4G,0,20,Friday,0
TXN790,02-01-2024 21:28,P2M,Other,309,SUCCESS,26-35,26-35,West Bengal,Axis,ICICI,Android,3G,0,21,Tuesday,0
TXN791,03-03-2024 11:30,P2P,Utilities,5529,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,ICICI,Android,4G,0,11,Sunday,1
TXN792,07-01-2024 17:46,P2P,Shopping,314,SUCCESS,36-45,18-25,West Bengal,Yes Bank,IndusInd,iOS,5G,0,17,Sunday,1
TXN793,21-12-2024 18:10,P2P,Utilities,2543,SUCCESS,36-45,36-45,Tamil Nadu,HDFC,HDFC,Android,4G,0,18,Saturday,1
TXN794,04-06-2024 06:16,P2M,Utilities,2016,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,PNB,Android,4G,0,6,Tuesday,0
TXN795,29-06-2024 16:48,P2P,Food,228,SUCCESS,26-35,26-35,Andhra Pradesh,ICICI,PNB,Android,4G,0,16,Saturday,1
TXN796,08-12-2024 08:08,Bill Payment,Transport,321,SUCCESS,36-45,18-25,Karnataka,HDFC,SBI,iOS,4G,0,8,Sunday,1
TXN797,12-06-2024 16:59,P2P,Food,124,SUCCESS,26-35,18-25,Karnataka,HDFC,ICICI,Android,5G,0,16,Wednesday,0
TXN798,27-12-2024 20:27,P2M,Fuel,1069,SUCCESS,36-45,56+,Tamil Nadu,PNB,Kotak,Android,4G,0,20,Friday,0
TXN799,22-04-2024 00:57,P2M,Grocery,2124,SUCCESS,18-25,18-25,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,0,0,Monday,0
TXN800,10-01-2024 17:34,Bill Payment,Fuel,1357,SUCCESS,18-25,18-25,West Bengal,Axis,HDFC,Web,4G,0,17,Wednesday,0
TXN801,27-04-2024 19:38,Bill Payment,Shopping,2536,SUCCESS,36-45,18-25,Karnataka,PNB,Axis,Android,5G,0,19,Saturday,1
TXN802,19-12-2024 21:26,P2P,Other,1446,SUCCESS,18-25,36-45,Telangana,Axis,SBI,Android,4G,0,21,Thursday,0
TXN803,06-09-2024 12:43,P2M,Shopping,7271,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,ICICI,iOS,4G,0,12,Friday,0
TXN804,13-06-2024 11:11,Bill Payment,Grocery,512,SUCCESS,18-25,36-45,Uttar Pradesh,Yes Bank,ICICI,iOS,4G,0,11,Thursday,0
TXN805,07-10-2024 21:51,P2P,Food,113,SUCCESS,18-25,26-35,Maharashtra,IndusInd,ICICI,Android,4G,0,21,Monday,0
TXN806,11-08-2024 22:38,Bill Payment,Transport,78,SUCCESS,26-35,18-25,West Bengal,IndusInd,HDFC,Android,4G,0,22,Sunday,1
TXN807,21-06-2024 12:17,P2P,Other,375,SUCCESS,18-25,36-45,Telangana,Yes Bank,Kotak,Android,5G,0,12,Friday,0
TXN808,13-09-2024 13:34,P2M,Fuel,776,SUCCESS,26-35,18-25,Maharashtra,SBI,SBI,Android,4G,0,13,Friday,0
TXN809,15-08-2024 11:37,P2M,Grocery,1878,SUCCESS,56+,36-45,Maharashtra,Kotak,SBI,Android,5G,0,11,Thursday,0
TXN810,29-11-2024 17:49,P2P,Other,442,SUCCESS,26-35,26-35,Maharashtra,PNB,HDFC,Android,4G,0,17,Friday,0
TXN811,21-09-2024 17:53,P2P,Healthcare,1048,SUCCESS,56+,36-45,Delhi,Kotak,ICICI,Android,5G,0,17,Saturday,1
TXN812,30-11-2024 16:06,P2P,Utilities,154,SUCCESS,26-35,26-35,West Bengal,SBI,Kotak,Android,4G,0,16,Saturday,1
TXN813,11-12-2024 14:54,Bill Payment,Food,1028,SUCCESS,36-45,26-35,Telangana,Axis,SBI,iOS,4G,0,14,Wednesday,0
TXN814,15-06-2024 08:19,P2P,Transport,518,SUCCESS,26-35,36-45,West Bengal,Axis,Axis,Android,5G,0,8,Saturday,1
TXN815,10-02-2024 18:43,P2M,Grocery,342,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,Axis,Android,4G,0,18,Saturday,1
TXN816,13-06-2024 11:18,P2P,Utilities,170,SUCCESS,18-25,26-35,Andhra Pradesh,Kotak,Kotak,Android,4G,0,11,Thursday,0
TXN817,09-03-2024 18:26,P2P,Grocery,3953,SUCCESS,36-45,26-35,Maharashtra,HDFC,Axis,Android,4G,0,18,Saturday,1
TXN818,08-06-2024 10:14,P2P,Shopping,746,SUCCESS,26-35,18-25,Andhra Pradesh,HDFC,SBI,Android,4G,0,10,Saturday,1
TXN819,06-10-2024 19:08,P2M,Transport,646,SUCCESS,18-25,36-45,Tamil Nadu,SBI,SBI,Android,5G,0,19,Sunday,1
TXN820,27-04-2024 22:35,P2M,Grocery,834,FAILED,26-35,36-45,Telangana,ICICI,HDFC,Android,4G,0,22,Saturday,1
TXN821,29-05-2024 17:47,P2M,Other,1020,SUCCESS,36-45,46-55,Maharashtra,IndusInd,PNB,Android,5G,0,17,Wednesday,0
TXN822,05-06-2024 11:42,P2P,Other,498,SUCCESS,26-35,46-55,Tamil Nadu,Kotak,ICICI,Android,4G,0,11,Wednesday,0
TXN823,21-07-2024 20:13,P2M,Food,1151,SUCCESS,18-25,36-45,Delhi,Kotak,IndusInd,iOS,4G,0,20,Sunday,1
TXN824,19-11-2024 04:00,P2P,Transport,690,SUCCESS,18-25,26-35,Uttar Pradesh,IndusInd,SBI,Android,4G,0,4,Tuesday,0
TXN825,22-02-2024 18:29,P2P,Grocery,100,SUCCESS,56+,26-35,Maharashtra,Axis,ICICI,Android,WiFi,0,18,Thursday,0
TXN826,06-11-2024 11:55,P2P,Other,1490,SUCCESS,26-35,26-35,Tamil Nadu,Axis,SBI,Android,5G,0,11,Wednesday,0
TXN827,10-03-2024 15:23,P2P,Utilities,2528,SUCCESS,36-45,18-25,Delhi,HDFC,PNB,Android,4G,0,15,Sunday,1
TXN828,18-04-2024 12:58,P2P,Shopping,5140,SUCCESS,36-45,26-35,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,12,Thursday,0
TXN829,17-03-2024 11:11,P2M,Shopping,536,SUCCESS,18-25,36-45,Gujarat,SBI,IndusInd,Android,3G,0,11,Sunday,1
TXN830,03-12-2024 19:13,P2M,Grocery,190,SUCCESS,18-25,18-25,Maharashtra,ICICI,Kotak,Android,WiFi,0,19,Tuesday,0
TXN831,25-10-2024 11:10,P2M,Other,434,SUCCESS,18-25,18-25,Andhra Pradesh,Axis,HDFC,Android,5G,0,11,Friday,0
TXN832,30-12-2024 10:49,P2M,Food,206,SUCCESS,26-35,26-35,Tamil Nadu,Kotak,Kotak,Android,4G,0,10,Monday,0
TXN833,15-08-2024 18:15,P2P,Food,303,SUCCESS,36-45,18-25,Karnataka,SBI,HDFC,iOS,4G,0,18,Thursday,0
TXN834,10-05-2024 20:34,P2P,Shopping,2405,SUCCESS,18-25,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,20,Friday,0
TXN835,05-06-2024 12:41,P2M,Utilities,968,SUCCESS,36-45,26-35,Rajasthan,IndusInd,SBI,Android,3G,0,12,Wednesday,0
TXN836,24-10-2024 08:03,Bill Payment,Shopping,811,SUCCESS,26-35,26-35,Karnataka,PNB,HDFC,iOS,4G,0,8,Thursday,0
TXN837,09-03-2024 20:46,P2P,Food,2322,SUCCESS,36-45,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,20,Saturday,1
TXN838,17-12-2024 13:25,P2M,Food,204,SUCCESS,26-35,18-25,Delhi,PNB,Kotak,Android,5G,0,13,Tuesday,0
TXN839,05-06-2024 11:22,P2P,Food,298,SUCCESS,26-35,36-45,Rajasthan,SBI,Axis,Android,4G,0,11,Wednesday,0
TXN840,27-01-2024 19:26,P2M,Transport,135,SUCCESS,26-35,18-25,Uttar Pradesh,Kotak,PNB,Android,WiFi,0,19,Saturday,1
TXN841,26-02-2024 18:50,P2P,Shopping,129,SUCCESS,46-55,26-35,Rajasthan,IndusInd,PNB,Android,4G,0,18,Monday,0
TXN842,03-01-2024 23:50,P2P,Shopping,539,SUCCESS,56+,18-25,Rajasthan,Kotak,Kotak,Android,3G,0,23,Wednesday,0
TXN843,18-07-2024 20:29,P2P,Other,1017,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,Yes Bank,Android,5G,0,20,Thursday,0
TXN844,02-09-2024 11:24,Bill Payment,Entertainment,127,SUCCESS,26-35,56+,Tamil Nadu,SBI,Kotak,Android,3G,0,11,Monday,0
TXN845,17-07-2024 10:03,Bill Payment,Other,778,SUCCESS,36-45,18-25,Gujarat,SBI,ICICI,Android,4G,0,10,Wednesday,0
TXN846,23-02-2024 01:50,P2P,Transport,365,SUCCESS,36-45,36-45,Rajasthan,SBI,Kotak,Android,4G,0,1,Friday,0
TXN847,28-06-2024 13:49,P2M,Grocery,845,SUCCESS,36-45,26-35,Karnataka,PNB,HDFC,Web,4G,0,13,Friday,0
TXN848,26-03-2024 19:31,P2P,Entertainment,150,SUCCESS,46-55,26-35,Andhra Pradesh,Yes Bank,SBI,Android,5G,0,19,Tuesday,0
TXN849,30-07-2024 16:51,P2M,Grocery,1946,FAILED,26-35,56+,Delhi,PNB,IndusInd,Android,5G,0,16,Tuesday,0
TXN850,25-02-2024 18:55,P2P,Shopping,358,SUCCESS,46-55,36-45,Telangana,IndusInd,IndusInd,iOS,5G,0,18,Sunday,1
TXN851,28-09-2024 22:15,Bill Payment,Shopping,397,SUCCESS,36-45,26-35,Tamil Nadu,Axis,SBI,Android,4G,0,22,Saturday,1
TXN852,20-02-2024 16:37,P2M,Grocery,796,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,IndusInd,Android,4G,0,16,Tuesday,0
TXN853,26-05-2024 16:37,P2M,Other,190,SUCCESS,26-35,36-45,Maharashtra,HDFC,Kotak,Android,5G,0,16,Sunday,1
TXN854,03-04-2024 23:29,P2P,Grocery,163,SUCCESS,56+,46-55,Maharashtra,IndusInd,Yes Bank,Android,4G,0,23,Wednesday,0
TXN855,29-06-2024 22:50,P2M,Other,671,SUCCESS,36-45,26-35,Andhra Pradesh,SBI,SBI,iOS,4G,0,22,Saturday,1
TXN856,01-01-2024 15:33,Recharge,Food,1185,SUCCESS,26-35,36-45,West Bengal,IndusInd,SBI,iOS,WiFi,0,15,Monday,0
TXN857,28-01-2024 20:55,Bill Payment,Fuel,2376,FAILED,18-25,46-55,Andhra Pradesh,Kotak,SBI,Android,5G,0,20,Sunday,1
TXN858,15-07-2024 02:31,P2M,Utilities,6366,SUCCESS,36-45,46-55,Telangana,ICICI,SBI,Android,4G,0,2,Monday,0
TXN859,24-02-2024 02:08,P2P,Entertainment,481,SUCCESS,36-45,46-55,Delhi,SBI,Kotak,Android,4G,0,2,Saturday,1
TXN860,25-11-2024 19:51,P2M,Transport,954,SUCCESS,18-25,36-45,Maharashtra,HDFC,Kotak,Android,4G,0,19,Monday,0
TXN861,21-01-2024 04:34,P2M,Other,192,SUCCESS,18-25,26-35,West Bengal,Axis,Yes Bank,Android,4G,0,4,Sunday,1
TXN862,24-07-2024 14:55,P2M,Grocery,548,SUCCESS,26-35,18-25,Delhi,SBI,HDFC,Android,5G,0,14,Wednesday,0
TXN863,02-09-2024 16:58,P2P,Other,446,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,Yes Bank,Android,4G,0,16,Monday,0
TXN864,17-02-2024 19:22,P2M,Fuel,2627,SUCCESS,18-25,26-35,West Bengal,Yes Bank,ICICI,Web,3G,0,19,Saturday,1
TXN865,01-04-2024 19:17,Bill Payment,Shopping,3760,SUCCESS,26-35,18-25,Maharashtra,SBI,Kotak,Android,3G,0,19,Monday,0
TXN866,01-03-2024 21:20,P2M,Other,264,SUCCESS,26-35,26-35,Karnataka,SBI,SBI,Android,4G,0,21,Friday,0
TXN867,16-11-2024 09:11,P2M,Food,123,SUCCESS,26-35,26-35,Gujarat,SBI,HDFC,Android,4G,0,9,Saturday,1
TXN868,12-06-2024 13:04,Bill Payment,Fuel,1137,SUCCESS,46-55,36-45,West Bengal,Yes Bank,HDFC,Android,5G,0,13,Wednesday,0
TXN869,16-04-2024 20:42,P2P,Shopping,365,SUCCESS,18-25,18-25,Tamil Nadu,HDFC,IndusInd,Android,WiFi,0,20,Tuesday,0
TXN870,14-08-2024 09:10,Recharge,Healthcare,875,SUCCESS,36-45,26-35,Andhra Pradesh,Kotak,IndusInd,Android,3G,0,9,Wednesday,0
TXN871,27-02-2024 18:13,P2P,Grocery,1526,SUCCESS,18-25,26-35,West Bengal,ICICI,Yes Bank,iOS,4G,0,18,Tuesday,0
TXN872,23-12-2024 10:54,P2P,Transport,143,SUCCESS,18-25,26-35,West Bengal,IndusInd,HDFC,Android,4G,0,10,Monday,0
TXN873,20-01-2024 20:45,P2P,Entertainment,249,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,IndusInd,iOS,5G,0,20,Saturday,1
TXN874,14-08-2024 09:57,P2P,Grocery,1081,SUCCESS,26-35,46-55,Tamil Nadu,PNB,SBI,Android,WiFi,0,9,Wednesday,0
TXN875,08-05-2024 06:46,P2M,Healthcare,86,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,Yes Bank,Android,4G,0,6,Wednesday,0
TXN876,15-05-2024 08:41,P2P,Shopping,1058,SUCCESS,26-35,36-45,Maharashtra,HDFC,Yes Bank,Android,4G,0,8,Wednesday,0
TXN877,19-08-2024 17:41,P2P,Other,1360,SUCCESS,18-25,26-35,Delhi,SBI,Axis,iOS,4G,0,17,Monday,0
TXN878,30-06-2024 12:03,P2P,Entertainment,1079,SUCCESS,36-45,36-45,Gujarat,HDFC,ICICI,Android,4G,0,12,Sunday,1
TXN879,06-02-2024 19:17,P2M,Entertainment,160,FAILED,36-45,36-45,Uttar Pradesh,PNB,IndusInd,Android,5G,0,19,Tuesday,0
TXN880,04-01-2024 11:51,P2M,Entertainment,98,SUCCESS,56+,56+,Uttar Pradesh,ICICI,Axis,Android,4G,0,11,Thursday,0
TXN881,11-07-2024 07:02,P2P,Transport,671,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Android,4G,0,7,Thursday,0
TXN882,18-05-2024 20:16,P2P,Shopping,645,FAILED,18-25,36-45,Rajasthan,ICICI,HDFC,Android,5G,0,20,Saturday,1
TXN883,05-01-2024 20:28,P2M,Other,123,SUCCESS,26-35,36-45,Rajasthan,ICICI,IndusInd,Android,5G,0,20,Friday,0
TXN884,19-02-2024 16:25,P2P,Healthcare,240,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,Yes Bank,Android,4G,0,16,Monday,0
TXN885,26-06-2024 16:19,P2M,Entertainment,479,SUCCESS,46-55,18-25,Uttar Pradesh,ICICI,SBI,iOS,4G,0,16,Wednesday,0
TXN886,11-07-2024 02:11,P2M,Food,432,SUCCESS,56+,36-45,Delhi,ICICI,Axis,Android,4G,0,2,Thursday,0
TXN887,28-06-2024 15:25,P2M,Utilities,609,SUCCESS,46-55,36-45,Andhra Pradesh,Kotak,HDFC,iOS,3G,0,15,Friday,0
TXN888,11-07-2024 15:43,P2P,Food,131,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,15,Thursday,0
TXN889,29-06-2024 14:12,P2M,Utilities,245,SUCCESS,26-35,26-35,Andhra Pradesh,ICICI,ICICI,Android,4G,0,14,Saturday,1
TXN890,19-01-2024 03:18,P2P,Transport,144,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,IndusInd,Android,4G,0,3,Friday,0
TXN891,12-03-2024 22:31,P2P,Grocery,913,SUCCESS,36-45,26-35,Telangana,SBI,SBI,Android,4G,0,22,Tuesday,0
TXN892,14-03-2024 21:24,P2P,Transport,1270,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,Android,4G,0,21,Thursday,0
TXN893,25-04-2024 17:26,P2P,Food,794,SUCCESS,18-25,18-25,Telangana,Kotak,HDFC,Android,5G,0,17,Thursday,0
TXN894,10-02-2024 20:21,P2M,Other,1520,SUCCESS,36-45,26-35,Tamil Nadu,SBI,IndusInd,Android,4G,0,20,Saturday,1
TXN895,14-09-2024 12:52,Recharge,Shopping,3010,SUCCESS,36-45,26-35,Delhi,SBI,Axis,Android,4G,0,12,Saturday,1
TXN896,25-11-2024 11:56,P2P,Entertainment,872,SUCCESS,26-35,18-25,Uttar Pradesh,Axis,SBI,Android,WiFi,0,11,Monday,0
TXN897,18-04-2024 12:44,P2M,Food,270,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,Android,4G,0,12,Thursday,0
TXN898,29-12-2024 17:29,P2M,Shopping,418,SUCCESS,18-25,46-55,Delhi,Axis,SBI,Android,5G,0,17,Sunday,1
TXN899,30-10-2024 10:42,Bill Payment,Other,559,SUCCESS,18-25,36-45,Tamil Nadu,SBI,ICICI,iOS,4G,0,10,Wednesday,0
TXN900,23-05-2024 05:35,P2P,Food,445,SUCCESS,18-25,46-55,Uttar Pradesh,HDFC,IndusInd,iOS,WiFi,0,5,Thursday,0
TXN901,29-01-2024 16:14,P2P,Shopping,1748,SUCCESS,26-35,18-25,Delhi,HDFC,ICICI,Android,4G,0,16,Monday,0
TXN902,16-07-2024 20:33,Bill Payment,Shopping,7738,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,SBI,Android,4G,0,20,Tuesday,0
TXN903,06-11-2024 10:26,P2P,Transport,49,SUCCESS,26-35,46-55,Andhra Pradesh,HDFC,PNB,iOS,4G,0,10,Wednesday,0
TXN904,10-03-2024 19:29,Recharge,Transport,72,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,PNB,Android,4G,0,19,Sunday,1
TXN905,29-10-2024 16:08,P2M,Other,310,SUCCESS,26-35,18-25,Karnataka,HDFC,ICICI,Android,WiFi,0,16,Tuesday,0
TXN906,02-11-2024 11:31,P2P,Food,103,SUCCESS,36-45,18-25,Rajasthan,SBI,IndusInd,Android,WiFi,0,11,Saturday,1
